name,group,id,22:6 n-3 (DHA) (g),22:0 (g),14:1 (g),16:1 undifferentiated (g),18:4 (g),20:1 (g),20:5 n-3 (EPA) (g),22:1 undifferentiated (g),22:5 n-3 (DPA) (g),Phytosterols (mg),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",15:0 (g),17:0 (g),24:0 (g),16:1 t (g),18:1 t (g),22:1 t (g),18:2 t not further defined (g),18:2 i (g),"18:2 t,t (g)",18:2 CLAs (g),24:1 c (g),"20:2 n-6 c,c (g)",16:1 c (g),18:1 c (g),"18:2 n-6 c,c (g)",22:1 c (g),"18:3 n-6 c,c,c (g)",17:1 (g),20:3 undifferentiated (g),"Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)",13:0 (g),15:1 (g),"18:3 n-3 c,c,c (ALA) (g)",20:3 n-3 (g),20:3 n-6 (g),20:4 n-6 (g),18:3i (g),21:5 (g),22:4 (g),18:1-11t (18:1t n-7) (g)
"Pork, fresh, variety meats and by-products, brain, raw",1000,10096,0.45,,,0.12,,,,,0.22,,,,,1.659,1.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, brain, cooked, braised",1000,10097,0.46,,,0.13,,,,,0.22,,,,,1.72,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, chitterlings, raw",1000,10098,,,,0.263,,0.11,,,,,,,,5.367,0.968,0.02,0.133,,,,,,,,,,0.046,,,,,,,,,,,,0.028,,,,,,,
"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",1000,10099,,,,0.368,,0.133,,,,,,,,7.073,1.217,,0.156,,,,,,,,,,0.058,,,,,,,,,,,,0.033,,,,,,,
"Pork, fresh, variety meats and by-products, ears, frozen, raw",1000,10100,,,,0.43,,,,,,,,,,6.86,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",1000,10101,,,,0.31,,,,,,,,,,4.91,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, feet, raw",1000,10102,,,,0.493,,0.114,,,,,,,,6.289,1.092,,0.022,,,,,,,,,,0.054,,,,,,,0.012,,,,,0.043,,,,,,,
"Pork, fresh, variety meats and by-products, heart, raw",1000,10103,,,,0.1,,0.018,,,,,,,,1.02,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, heart, cooked, braised",1000,10104,,,,0.11,,0.02,,,,,,,,1.18,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, jowl, raw",1000,10105,,,,2.16,,0.56,,,,,,,,32.89,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, kidneys, raw",1000,10106,,,,0.09,,0.02,,,,,,,,1.07,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",1000,10107,,,,0.12,,0.02,,,,,,,,1.55,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, leaf fat, raw",1000,10109,,,,1.97,,,,,,,,,,37.22,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, liver, raw",1000,10110,0.02,,,0.03,,,,,0.03,,,,,0.52,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, liver, cooked, braised",1000,10111,0.03,,,0.03,,,,0.04,0.04,,,,,0.63,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, lungs, raw",1000,10112,0.01,,,0.05,,0.01,0.01,,0.03,,,,,0.61,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, lungs, cooked, braised",1000,10113,0.01,,,0.06,,,0.01,,0.03,,,,,0.7,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, mechanically separated, raw",1000,10114,,,,0.44,,0.32,,,,,,,,12.26,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, pancreas, raw",1000,10115,,,,0.79,,,,,,,,,,4.6,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, pancreas, cooked, braised",1000,10116,,,,0.65,,,,,,,,,,3.75,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, spleen, raw",1000,10117,,,,0.1,,,,,,,,,,0.69,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, spleen, cooked, braised",1000,10118,,,,0.12,,,,,,,,,,0.86,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, stomach, raw",1000,10119,,,,0.202,,0.068,,,,,,,,3.59,0.892,,0.025,,,,,,,,,,0.037,,,,,,,,,,,,0.021,,,,,,,
"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",1000,10120,,0.002,,0.171,,0.046,,,0.009,,,,,2.981,1.043,0.003,0.019,,,0.023,,,,,,,0.034,,2.74,,,0.003,,0.004,0.023,0.002,,,0.032,,,,,,,
"Pork, fresh, variety meats and by-products, tongue, raw",1000,10121,,,,0.64,,,,,,,,,,8.13,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, tongue, cooked, braised",1000,10122,,,,0.7,,0.17,,,,,,,,8.759,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, bacon, raw",1000,10123,,,,1.279,,0.34,,,,,,,,20.047,4.821,,0.114,,,,,,,,,,0.205,,,4.292,,,0.095,,,,,,0.213,,,,,,,
"Pork, cured, bacon, cooked, broiled, pan-fried or roasted",1000,10124,,,,1.212,,0.32,,,,,,,,18.52,4.548,,0.104,,,,,,,,,,0.194,,,4,,,0.073,,,,,,0.2,,,,,,,
"Pork, cured, breakfast strips, raw or unheated",1000,10128,,,,1.84,,,,,,,,,,16.79,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, breakfast strips, cooked",1000,10129,,,,1.67,,,,,,,,,,16.4,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, canadian-style bacon, unheated",1000,10130,,,,0.3,,,,,,,,,,3.15,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, canadian-style bacon, grilled",1000,10131,,,,0.38,,,,,,,,,,4.04,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, feet, pickled",1000,10132,,0.014,,0.386,,0.095,,,,,,,,5.677,0.784,,0.019,,,0.035,,,,0.03,,,0.037,,5.161,0.638,,,,,0.035,0.03,,,0.028,,,,,,,
"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",1000,10134,,,,0.24,,,,,,,,,,2.62,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",1000,10136,,,,0.45,,,,,,,,,,4.44,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated",1000,10137,,,,0.17,,,,,,,,,,2.21,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, extra lean (approximately 4% fat), canned, roasted",1000,10138,,,,0.19,,,,,,,,,,2.49,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, regular (approximately 13% fat), canned, unheated",1000,10139,,,,0.54,,,,,,,,,,6.18,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, regular (approximately 13% fat), canned, roasted",1000,10140,,,,0.47,,,,,,,,,,7.07,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, center slice, country-style, separable lean only, raw",1000,10141,,,,0.32,,,,,,,,,,3.821,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, center slice, separable lean and fat, unheated",1000,10142,,,,0.42,,,,,,,,,,6.092,1.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, patties, unheated",1000,10146,,,,0.89,,,,,,,,,,13.26,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, patties, grilled",1000,10147,,,,0.97,,,,,,,,,,14.67,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, steak, boneless, extra lean, unheated",1000,10149,,,,0.19,,,,,,,,,,1.96,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, whole, separable lean and fat, unheated",1000,10150,,,,0.58,,,,,,,,,,8.7,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, whole, separable lean and fat, roasted",1000,10151,,,,0.53,,,,,,,,,,7.88,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, whole, separable lean only, unheated",1000,10152,,,,0.22,,,,,,,,,,2.62,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, whole, separable lean only, roasted",1000,10153,,,,0.21,,,,,,,,,,2.53,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity, pork, canned",1000,10158,,,,0.38,0.025,0.115,,,0.005,,,,,5.935,1.79,,0.035,,,,,,,,,,0.065,,,,,,0.035,0.01,,,,,,,,,,,0.02,
"Pork, cured, salt pork, raw",1000,10165,,,,2.5,,,,,,,,,,37.94,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, separable fat (from ham and arm picnic), unheated",1000,10166,,,,1.81,,,,,,,,,,29.47,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, separable fat (from ham and arm picnic), roasted",1000,10167,,,,1.83,,,,,,,,,,29.69,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",1000,10168,,,,0.67,,,,,,,,,,10.14,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, shoulder, arm picnic, separable lean only, roasted",1000,10169,,,,0.27,,,,,,,,,,3.23,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, shoulder, blade roll, separable lean and fat, unheated",1000,10170,,,,0.728,,,,,,,,,,9.755,2.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, shoulder, blade roll, separable lean and fat, roasted",1000,10171,,,,0.88,,,,,,,,,,11.03,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, feet, cooked, simmered",1000,10173,,,,0.612,,0.161,,,,,,,,8.005,1.54,,0.041,,,,,,,,,,0.081,,,,,,,,,,,,0.064,,,,,,,
"Pork, fresh, variety meats and by-products, tail, raw",1000,10174,,,,1.22,,,,,,,,,,15.8,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, variety meats and by-products, tail, cooked, simmered",1000,10175,,,,1.31,,,,,,,,,,16.89,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",1000,10176,,0.002,,0.174,,0.047,,,0.009,,,,,3.028,1.059,0.003,0.019,,,0.024,,,,,,,0.034,,2.783,,,0.003,,0.004,0.024,0.002,,,0.033,,,,,,,
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",1000,10177,,0.002,,0.172,,0.047,,,0.009,,,,,2.989,1.045,0.003,0.019,,,0.024,,,,,,,0.034,,2.747,,,0.003,,0.004,0.024,0.002,,,0.033,,,,,,,
"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",1000,10178,,0.002,,0.258,,0.083,,,0.011,,,,,5.069,1.952,0.006,0.039,0.002,,0.053,,0.008,,,,,0.067,,4.674,0.894,,0.003,,0.008,0.053,0.014,,,0.066,,,,0.006,,,
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, pan-fried",1000,10179,,0.002,,0.275,,0.09,,,0.012,,,,,5.478,2.127,0.007,0.043,0.002,,0.058,,0.009,,,,,0.073,,5.053,1.051,,0.003,,0.009,0.058,0.016,,,0.073,,,,0.006,,,
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried",1000,10180,,0.002,0.002,0.283,,0.094,,,0.012,,,,,5.68,2.218,0.007,0.045,0.002,,0.061,,0.01,,,,,0.077,,5.24,1.152,,0.003,,0.009,0.061,0.018,,,0.076,,,,0.007,,,
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried",1000,10181,,,,0.131,,0.032,,,0.006,,,,,2.113,0.679,0.002,0.011,,,0.017,,,,,,,0.022,,1.933,0.568,,,,0.002,0.017,,,,0.021,,,,,,,
"Pork, cured, ham, boneless, extra lean and regular, unheated",1000,10182,,,,0.34,,,,,,,,,,3.94,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, boneless, extra lean and regular, roasted",1000,10183,,,,0.37,,,,,,,,,,3.74,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, extra lean and regular, canned, unheated",1000,10184,,,,0.29,,,,,,,,,,3.57,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, cured, ham, extra lean and regular, canned, roasted",1000,10185,,,,0.28,,,,,,,,,,4.06,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",1000,10186,,,,0.188,,0.056,,,0.008,,,,,3.491,1.278,0.004,0.025,,,0.036,,0.005,,,,,0.043,,3.21,1.104,,,,0.005,0.036,0.008,,,0.043,,,,0.003,,,
"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",1000,10187,,,,0.41,,0.11,,,,,,,,6.63,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked",1000,10188,,,,0.343,,0.1,,,,,,,,5.976,1.519,0.002,0.027,,,0.053,,,,0.028,,,0.035,,3.466,0.907,,,0.006,0.004,0.053,0.028,,,0.04,,,,,,,
"Pork, fresh, backribs, separable lean and fat, raw",1000,10192,0.002,,0.002,0.342,,0.107,,,0.013,,,,,6.861,2.676,0.009,0.055,,,0.101,,0.027,,,,,0.092,,6.309,2.341,,,,0.011,0.101,0.039,,,0.098,,,,0.012,,,
"Pork, fresh, backribs, separable lean and fat, cooked, roasted",1000,10193,,,,0.447,,0.147,,,0.016,,,,,9.29,3.529,0.012,0.075,,,0.137,,0.036,,,,,0.124,,8.558,3.105,,,,0.015,0.137,0.052,,,0.131,,,,0.016,,,
"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",1000,10194,,,,0.4,,0.1,,,,,,,,6.25,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",1000,10195,,,,0.5,,0.13,,,,,,,,7.21,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",1000,10196,,,,0.49,,0.12,,,,,,,,7.01,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",1000,10197,,,,0.53,,0.14,,,,3,,,,7.96,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted",1000,10198,,,,0.48,,0.13,,,,,,,,6.68,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw",1000,10199,,,,0.2,,0.05,,,,,,,,2.93,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised",1000,10200,,,,0.36,,0.09,,,,,,,,4.85,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, broiled",1000,10201,,,,0.35,,0.09,,,,,,,,4.6,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",1000,10202,,,,0.37,,0.1,,,,3,,,,5.31,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",1000,10203,,,,0.33,,0.09,,,,,,,,4.49,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",1000,10204,,,,0.256,,0.079,,,,,,,,2.762,0.966,0.004,0.038,,,0.075,,,,0.039,,,0.052,,4.591,1.337,,0.002,0.002,0.008,0.05,0.025,,,0.063,,,,,,,
"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",1000,10205,,0.003,,0.418,,0.116,,,,,,,,7.654,2.138,0.005,0.054,,,0.099,,,,0.054,,,0.071,,7.009,1.82,,0.003,0.011,0.011,0.099,0.054,,,0.084,,,,,,,
"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, roasted",1000,10206,,,,0.73,,0.22,,,,,,,,11.01,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, country-style ribs, separable lean only, raw",1000,10207,,,,0.143,,0.036,,,,,,,,2.477,0.645,,0.016,,,0.028,,,,0.016,,,0.021,,2.267,0.543,,,0.002,0.003,,,,,0.025,,,,,,,
"Pork, fresh, loin, country-style ribs, separable lean only, cooked, braised",1000,10208,,0.003,,0.361,,0.092,,,,,,,,6.26,1.629,0.002,0.04,,,0.071,,,,0.041,,,0.053,,5.731,1.372,,0.002,0.004,0.007,0.071,0.041,,,0.062,,,,,,,
"Pork, fresh, loin, country-style ribs, separable lean only, cooked, roasted",1000,10209,,,,0.44,,0.14,,,,,,,,6.46,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean and fat, raw",1000,10210,,,,0.19,,0.05,,,,,,,,2.83,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",1000,10211,,,,0.25,,0.07,,,,,,,,3.66,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",1000,10212,,,,0.28,,0.08,,,,,,,,3.75,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",1000,10213,,,,0.28,,0.08,,,,,,,,4.12,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",1000,10214,,,,0.13,,0.03,,,,,,,,1.91,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, braised",1000,10215,,,,0.2,,0.06,,,,,,,,2.9,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled",1000,10216,,,,0.22,,0.06,,,,,,,,2.91,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, sirloin (roasts), boneless, separable lean only, cooked, roasted",1000,10217,,,,0.25,,0.07,,,,,,,,3.62,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, tenderloin, separable lean and fat, raw",1000,10218,,,,0.075,,0.021,,,,,,,,1.355,0.562,,0.008,,,0.023,,,,0.013,,,0.014,,1.237,0.463,,,,,0.023,0.013,,,0.016,,,,,,,
"Pork, fresh, ground, raw",1000,10219,,,,0.65,,0.16,,,,,,,,9.44,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, ground, cooked",1000,10220,,,,0.63,,0.15,,,,,,,,9.25,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",1000,10221,,,,0.23,,0.06,,,,,,,,3.34,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",1000,10222,,,,0.089,,0.023,,,,,,,,1.521,0.569,,0.013,,,0.024,,,,0.014,,,0.015,,1.384,0.467,,,,,0.024,0.014,,,0.016,,,,,,,
"Pork, fresh, loin, tenderloin, separable lean only, cooked, broiled",1000,10223,,,,0.19,,0.05,,,,,,,,2.58,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, raw",1000,10224,,,,0.173,,0.054,,,,,,,,1.861,0.651,0.002,0.024,,,0.053,,,,0.028,,,0.034,,3.073,0.885,,,,0.004,0.033,0.017,,,0.039,,,,,,,
"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, raw",1000,10225,,,,0.094,,0.024,,,,,,,,1.595,0.409,,0.009,,,0.021,,,,0.012,,,0.012,,1.455,0.337,,,,,,,,,0.013,,,,,,,
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, raw",1000,10226,,,,0.231,,0.068,,,,,,,,3.768,1.122,0.003,0.023,,,0.049,,,,0.025,,,0.033,,2.889,0.853,,,,0.004,0.043,0.02,,,0.039,,,,,,,
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",1000,10227,,,,0.354,,0.105,,,,,,,,5.758,1.367,,0.019,,,0.039,,,,0.019,,,0.025,,2.344,0.648,,,0.005,0.002,0.039,0.019,,,0.029,,,,,,,
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",1000,10228,,,,0.19,,0.04,,,,,,,,2.66,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",1000,10229,,,,0.31,,0.09,,,,,,,,4.22,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity, pork, cured, ham, boneless, cooked, heated",1000,10802,0.005,,,0.19,,0.046,,,,,,,,2.864,0.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity, pork, ground, fine/coarse, frozen, cooked",1000,10803,0.008,,,0.556,,0.139,0.003,0.002,,,,,,9.141,2.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity, pork, cured, ham, boneless, cooked, unheated",1000,10804,0.011,,,0.174,0.082,0.04,,,0.011,,,,,2.655,0.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity, pork, ground, fine/coarse, frozen, raw",1000,10805,,,,0.527,,0.13,,,,,,,,7.651,1.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HORMEL, Cure 81 Ham",1000,10851,,,,0.11,,,,,,,,,,1.75,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",1000,10852,,,,0.08,,,,,,,,,,1.26,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",1000,10853,,,,0.08,,,,,,,,,,1.45,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored",1000,10854,,,,0.1,,,,,,,,,,1.83,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HORMEL ALWAYS TENDER, Center Cut Chops, Fresh Pork",1000,10855,,,,0.25,,,,,,,,,,4.43,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork",1000,10856,,,,0.21,,,,,,,,,,3.42,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORMEL Canadian Style Bacon,1000,10857,,,,0.15,,,,,,,,,,2.49,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork, fresh, loin, top loin (chops), boneless, enhanced, separable lean only, cooked, pan-broiled",1000,10858,,,,0.155,,0.035,,,,,,,,2.406,0.691,,0.013,,,,,,,,,,0.022,,,0.561,,,0.011,,,,,,0.019,,,,,,,
"Pork, fresh, loin, top loin (chops), boneless, enhanced, separable lean and fat, cooked, pan-broiled",1000,10859,,,,0.21,,0.055,,,,,,,,3.5,0.664,,0.021,,,,,,,,,,0.04,,,,,,0.017,,,,,,,,,,,,,
"Pork, cured, bacon, cooked, baked",1000,10860,,,,1.236,,0.329,,,,,,,,19.065,4.859,,0.107,,,,,,,,,,0.199,,,4.088,,,0.061,,,,,,0.21,,,,,,,
"Pork, cured, bacon, cooked, microwaved",1000,10861,,,,1.141,,0.294,,,,,,,,16.336,4.372,,0.095,,,,,,,,,,0.182,,,3.675,,,0.025,,,,,,0.178,,,,,,,
"Pork, cured, bacon, cooked, pan-fried",1000,10862,,,,1.188,,0.312,,,,,,,,17.976,4.447,,0.101,,,,,,,,,,0.189,,,3.912,,,0.086,,,,,,0.189,,,,,,,
"Pork, fresh, variety meats and by-products, stomach, cooked, simmered",1000,10863,,0.011,,0.094,,0.041,,,,,,,,2.126,0.738,,0.022,,,,,,,,,,0.029,,,,,,,,,,,,0.016,,,,,,,
"Pork, bacon, rendered fat, cooked",1000,10864,,,,2.86,,0.757,,,,,,,,41.435,10.535,,0.274,,,,,,,,,,0.442,,,9.426,,,,,,,,,0.476,,,,,,,
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",1000,10865,,0.007,,0.095,,0.021,,,,,,,,1.61,0.387,,0.009,,,0.018,,,,0.014,0.005,,0.01,,1.476,0.308,,,,,0.018,0.014,,,0.011,,,,,,,
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",1000,10866,,0.007,,0.093,,0.021,,,,,,,,1.575,0.379,,0.009,,,0.017,,,,0.013,,,0.01,,1.444,0.301,,,,,0.017,0.013,,,0.01,,,,,,,
"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",1000,10867,,0.01,,0.098,,0.03,,,,,,,,1.911,0.641,,0.009,,,0.015,,,,0.014,0.018,,0.022,,1.866,0.505,,,,,0.015,0.014,,,0.015,,,,,,,
