name,group,id,Niacin (mg),Pantothenic acid (mg),Vitamin B-6 (mg),"Folate, total (mcg)",Vitamin B-12 (mcg),"Choline, total (mg)",Menaquinone-4 (mcg),Dihydrophylloquinone (mcg),Vitamin K (phylloquinone) (mcg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)",Betaine (mg),Tryptophan (g),Threonine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Cystine (g),Phenylalanine (g),Tyrosine (g),Valine (g),Arginine (g),Histidine (g),Alanine (g),Aspartic acid (g),Glutamic acid (g),Glycine (g),Proline (g),Serine (g),Hydroxyproline (g),"Vitamin E, added (mg)","Vitamin B-12, added (mcg)",Cholesterol (mg),"Fatty acids, total trans (g)","Fatty acids, total saturated (g)",4:0 (g),6:0 (g),8:0 (g),10:0 (g),12:0 (g),14:0 (g),16:0 (g),18:0 (g),20:0 (g),18:1 undifferentiated (g),18:2 undifferentiated (g),18:3 undifferentiated (g),20:4 undifferentiated (g)
"Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated",1000,10905,3.867,0.66,0.294,3,0.34,64.8,4.3,,,,3,3,3.2,0.132,0.629,0.634,1.126,1.187,0.336,0.158,0.562,0.456,0.711,0.899,0.612,0.828,1.226,2.011,0.734,0.603,0.55,0.091,,,43,,1.489,,,,,,0.056,0.953,0.459,,1.942,0.567,0.023,0.046
"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated",1000,10906,4.177,0.382,0.342,1,0.46,68.1,,,,,1,1,2.9,0.127,0.608,0.614,1.09,1.146,0.324,0.154,0.545,0.44,0.69,0.873,0.597,0.809,1.193,1.951,0.736,0.593,0.535,0.101,,,50,0.072,3.076,,,,,,0.108,1.953,0.962,0.014,3.934,1.091,0.045,0.068
"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated",1000,10907,3.253,0.539,0.241,1,0.47,67.9,,,,,1,1,3.6,0.129,0.625,0.633,1.124,1.175,0.332,0.161,0.564,0.45,0.715,0.906,0.622,0.848,1.241,2.019,0.805,0.628,0.555,0.127,,,55,0.161,6.583,,,,,,0.235,4.179,2.058,0.032,8.41,2.393,0.105,0.088
"Pork, cured, ham and water product, rump, bone-in, separable lean and fat, unheated",1000,10908,3.822,0.441,0.236,1,0.53,72.4,,,,,1,1,2.9,0.148,0.712,0.72,1.278,1.342,0.38,0.181,0.639,0.515,0.81,1.025,0.701,0.951,1.4,2.289,0.872,0.699,0.627,0.123,,,58,0.096,3.984,,,,,,0.146,2.527,1.246,0.019,5.12,1.415,0.064,0.052
"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, unheated",1000,10909,5.389,0.723,0.407,2,0.46,70.6,3.4,,,,2,2,3.5,0.16,0.762,0.769,1.365,1.438,0.407,0.192,0.682,0.552,0.862,1.091,0.743,1.005,1.487,2.439,0.896,0.733,0.667,0.114,,,50,0.012,1.889,,,,,,0.067,1.196,0.596,0.007,2.387,0.653,0.028,0.052
"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, unheated",1000,10910,4.352,0.412,0.277,1,0.38,63.2,,,,,1,1,3.9,0.145,0.696,0.704,1.25,1.312,0.371,0.177,0.625,0.504,0.792,1.002,0.685,0.93,1.369,2.238,0.852,0.683,0.613,0.12,,,55,0.084,3.554,,,,,,0.129,2.261,1.106,0.016,4.558,1.294,0.058,0.052
"Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, unheated",1000,10911,3.407,0.439,0.235,1,0.31,68.6,,,,,1,1,2.3,0.153,0.737,0.745,1.323,1.389,0.393,0.187,0.662,0.533,0.839,1.061,0.726,0.985,1.45,2.37,0.903,0.723,0.649,0.127,,,52,0.084,3.607,,,,,,0.13,2.29,1.126,0.018,4.653,1.299,0.057,0.044
"Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, unheated",1000,10912,4.819,0.371,0.251,2,0.5,57.8,,,,,2,2,3.5,0.128,0.618,0.625,1.11,1.164,0.329,0.157,0.555,0.447,0.704,0.891,0.609,0.828,1.217,1.988,0.764,0.609,0.545,0.11,,,54,0.1,4.176,,,,,,0.152,2.647,1.307,0.021,5.264,1.393,0.061,0.054
"Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, heated, roasted",1000,10913,4.29,0.519,0.41,4,0.35,74.9,2.3,,,,4,4,4.5,0.187,0.894,0.903,1.603,1.686,0.477,0.226,0.801,0.647,1.014,1.283,0.876,1.186,1.751,2.867,1.072,0.868,0.785,0.13,,,63,0.067,2.897,,,,0.005,0.005,0.105,1.84,0.893,0.015,3.64,0.898,0.037,0.049
"Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, heated, roasted",1000,10914,4.695,0.519,0.32,1,0.55,73.9,4.5,,,,1,1,2.3,0.171,0.823,0.833,1.478,1.551,0.439,0.209,0.74,0.595,0.937,1.186,0.811,1.101,1.621,2.648,1.013,0.81,0.726,0.121,,,66,0.093,4.371,,,,0.009,0.01,0.157,2.784,1.339,0.022,5.72,1.539,0.063,0.077
"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil",1000,10915,5.215,0.697,0.437,2,0.56,81.8,3.1,,,,2,2,5,0.193,0.926,0.935,1.659,1.746,0.494,0.234,0.829,0.67,1.05,1.328,0.906,1.227,1.812,2.968,1.106,0.898,0.813,0.135,,,66,0.067,2.901,,,,0.004,0.005,0.105,1.851,0.89,0.012,3.745,1.064,0.044,0.077
"Pork, cured, ham -- water added, slice, boneless, separable lean and fat, heated, pan-broil",1000,10916,5.838,0.755,0.43,1,0.47,77.8,4,,,,1,1,4.7,0.174,0.832,0.84,1.49,1.571,0.445,0.209,0.744,0.603,0.941,1.191,0.811,1.097,1.624,2.663,0.977,0.8,0.728,0.121,,,54,0.039,1.717,,,,,0.003,0.061,1.082,0.54,0.009,2.151,0.559,0.022,0.056
"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted",1000,10917,5.734,0.714,0.39,1,0.4,72.5,4,,,,1,1,4.2,0.166,0.794,0.801,1.422,1.499,0.424,0.2,0.71,0.576,0.899,1.136,0.774,1.047,1.55,2.541,0.933,0.764,0.695,0.115,,,54,0.009,1.787,,,,0.003,0.002,0.064,1.132,0.555,0.007,2.302,0.578,0.025,0.053
"Pork, cured, ham and water product, rump, bone-in, separable lean and fat, heated, roasted",1000,10918,3.901,0.588,0.316,2,0.47,80.4,5.2,,,,2,2,3.1,0.18,0.863,0.873,1.549,1.628,0.461,0.219,0.775,0.625,0.981,1.241,0.848,1.15,1.695,2.773,1.048,0.843,0.76,0.126,,,67,0.087,3.783,,,,0.007,0.007,0.139,2.406,1.161,0.018,4.904,1.303,0.058,0.062
"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, heated, roasted",1000,10919,4.159,0.534,0.346,1,0.42,75.2,3.5,,,,1,1,3.9,0.165,0.799,0.809,1.436,1.503,0.425,0.205,0.719,0.577,0.912,1.155,0.792,1.077,1.58,2.576,1.007,0.795,0.707,0.118,,,72,0.133,5.715,,,,0.013,0.014,0.204,3.647,1.742,0.029,7.362,2.019,0.086,0.09
"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, heated, pan-broil",1000,10920,4.855,0.58,0.427,2,0.44,84.1,2.9,,,,2,2,3.6,0.185,0.884,0.892,1.584,1.667,0.472,0.223,0.792,0.64,1.002,1.268,0.865,1.171,1.73,2.833,1.055,0.857,0.776,0.129,,,64,0.058,2.586,,,,0.004,0.004,0.091,1.649,0.794,0.012,3.328,0.894,0.036,0.064
"Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil",1000,10921,4.283,0.689,0.335,2,0.44,64.5,4.5,,,,2,2,4.5,0.142,0.675,0.681,1.208,1.274,0.361,0.169,0.603,0.489,0.763,0.965,0.657,0.888,1.316,2.158,0.788,0.647,0.59,0.098,,,45,,1.553,,,,,,0.058,0.99,0.48,0.002,1.999,0.6,0.024,0.05
"Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted",1000,10922,3.62,0.644,0.26,2,0.37,63.4,4,0.2,,,2,2,4.4,0.13,0.621,0.627,1.112,1.173,0.332,0.156,0.555,0.451,0.702,0.888,0.605,0.818,1.211,1.987,0.725,0.596,0.543,0.09,,,43,,1.841,,,,,,0.068,1.159,0.58,0.008,2.286,0.741,0.03,0.047
"Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, heated, roasted",1000,10923,7.127,0.478,0.364,1,0.58,98.6,8.6,,,,1,1,2.7,0.209,1,1.01,1.792,1.886,0.534,0.253,0.896,0.724,1.134,1.435,0.979,1.326,1.958,3.206,1.197,0.97,0.878,0.146,,,72,0.072,3.116,,,,0.005,0.006,0.115,2.003,0.927,0.014,4.048,1.156,0.048,0.088
"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, heated, roasted",1000,10924,7.19,0.539,0.358,3,0.64,91,6.2,,,,3,3,2.5,0.212,1.017,1.028,1.824,1.918,0.543,0.257,0.912,0.736,1.154,1.46,0.997,1.351,1.994,3.263,1.222,0.989,0.894,0.148,,,74,0.079,3.545,,,,0.006,0.007,0.125,2.281,1.067,0.017,4.766,1.18,0.048,0.073
"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil",1000,10925,8.52,0.464,0.376,1,0.58,127.4,5.1,,,,1,1,1.7,0.244,1.167,1.178,2.092,2.202,0.624,0.294,1.045,0.846,1.322,1.673,1.14,1.544,2.282,3.74,1.385,1.128,1.024,0.17,,,80,0.048,2.427,,,,0.004,0.004,0.088,1.552,0.728,0.011,2.96,0.901,0.033,0.095
"Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil",1000,10926,7.374,0.839,0.504,1,0.42,81.9,3.2,,,,1,1,6.2,0.196,0.934,0.943,1.673,1.764,0.499,0.235,0.835,0.677,1.057,1.336,0.91,1.23,1.822,2.989,1.092,0.897,0.817,0.135,,,58,0.002,1.054,,,,,,0.037,0.667,0.329,0.005,1.334,0.368,0.016,0.058
"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted",1000,10927,6.619,1.032,0.422,1,0.5,83.7,3.5,,,,1,1,3.6,0.208,0.991,1,1.775,1.871,0.53,0.249,0.887,0.718,1.122,1.419,0.966,1.307,1.934,3.172,1.164,0.954,0.868,0.144,,,64,0.01,0.471,,,,,,0.032,0.598,0.297,0.004,0.611,0.161,0.007,0.067
"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted",1000,10928,6.82,0.89,0.461,2,0.42,79.6,2.4,,,,2,2,7.8,0.193,0.919,0.927,1.646,1.735,0.491,0.231,0.822,0.667,1.039,1.314,0.895,1.21,1.792,2.94,1.073,0.882,0.804,0.133,,,56,,1.084,,,,,0.003,0.039,0.685,0.336,0.005,1.364,0.37,0.017,0.054
"Pork, cured, ham, rump, bone-in, separable lean and fat, heated, roasted",1000,10929,6.871,0.705,0.446,,0.61,92.6,1.5,,,,,,6.4,0.222,1.065,1.076,1.91,2.009,0.569,0.269,0.955,0.771,1.209,1.529,1.043,1.414,2.087,3.417,1.276,1.035,0.936,0.155,,,71,0.063,2.85,,,,0.007,0.006,0.102,1.802,0.89,0.013,3.519,1.087,0.055,0.083
"Pork, cured, ham, rump, bone-in, separable lean only, heated, roasted",1000,10931,7.387,0.745,0.479,,0.65,105.2,1.7,,,,,,7.3,0.244,1.164,1.174,2.084,2.198,0.622,0.292,1.041,0.844,1.316,1.665,1.133,1.532,2.269,3.723,1.359,1.117,1.018,0.169,,,71,0.021,0.917,,,,,,0.03,0.558,0.316,0.003,0.987,0.443,0.026,0.078
"Pork, cured, ham, rump, bone-in, separable lean only, unheated",1000,10932,6.987,0.632,0.514,1,0.56,91.9,1.4,,,,1,1,6.3,0.229,1.094,1.104,1.959,2.066,0.585,0.275,0.978,0.794,1.237,1.565,1.065,1.44,2.133,3.5,1.277,1.05,0.957,0.158,,,63,0.02,0.874,,,,,,0.029,0.531,0.301,0.003,0.941,0.422,0.024,0.074
"Pork, cured, ham, shank, bone-in, separable lean only, heated, roasted",1000,10933,7.397,0.68,0.472,1,0.61,106,1.6,,,,1,1,7.2,0.249,1.185,1.196,2.122,2.238,0.634,0.297,1.06,0.859,1.34,1.695,1.154,1.56,2.31,3.791,1.383,1.137,1.037,0.172,,,70,0.025,1.134,,,,0.002,,0.039,0.694,0.386,0.004,1.329,0.468,0.029,0.078
"Pork, cured, ham, shank, bone-in, separable lean only, unheated",1000,10934,6.97,0.662,0.467,,0.58,90.5,1.3,,,,,,6,0.223,1.064,1.074,1.906,2.01,0.569,0.267,0.952,0.772,1.204,1.522,1.036,1.401,2.075,3.405,1.242,1.021,0.931,0.154,,,61,0.022,0.981,,,,,,0.034,0.6,0.334,0.003,1.149,0.405,0.025,0.067
"Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted",1000,10935,6.885,0.648,0.44,1,0.58,93.5,1.4,,,,1,1,6.3,0.227,1.085,1.096,1.945,2.047,0.579,0.274,0.972,0.786,1.231,1.557,1.062,1.439,2.125,3.48,1.299,1.053,0.953,0.158,,,70,0.044,2.019,,,,0.007,0.006,0.109,1.907,0.945,0.014,2.619,0.689,0.032,0.083
"Pork, cured, ham, shank, bone-in, separable lean and fat, unheated",1000,10936,6.382,0.62,0.429,,0.54,82.5,1.2,,,,,,5.5,0.201,0.961,0.971,1.723,1.813,0.513,0.243,0.861,0.696,1.09,1.38,0.941,1.276,1.883,3.083,1.153,0.934,0.844,0.154,,,61,0.074,3.18,,,,,,0.114,2.004,1.012,0.014,3.984,1.182,0.06,0.075
"Pork, cured, ham, slice, bone-in, separable lean and fat, heated, pan-broil",1000,10937,7.333,0.726,0.509,2,0.63,102.4,1.8,,,,2,2,6.7,0.237,1.135,1.146,2.034,2.142,0.606,0.286,1.017,0.822,1.287,1.627,1.11,1.503,2.221,3.638,1.35,1.099,0.996,0.165,,,73,0.034,1.577,,,,0.004,0.005,0.099,1.718,0.849,0.013,2.046,0.538,0.025,0.088
"Pork, cured, ham, slice, bone-in, separable lean only, unheated",1000,10938,6.493,0.683,0.482,1,0.6,93.1,1.6,,0.3,,1,1,6.1,0.229,1.09,1.1,1.951,2.058,0.583,0.274,0.974,0.79,1.232,1.559,1.061,1.435,2.125,3.486,1.272,1.046,0.953,,,,65,0.027,1.099,,,,,,0.039,0.682,0.364,0.005,1.309,0.449,0.026,0.074
"Pork, cured, ham, slice, bone-in, separable lean and fat, unheated",1000,10939,6.05,0.645,0.448,1,0.57,86,1.4,,0.3,,1,1,5.6,0.209,1,1.01,1.792,1.886,0.534,0.252,0.896,0.724,1.133,1.434,0.978,1.325,1.957,3.205,1.193,0.969,0.877,0.018,,,65,0.07,2.945,,,,,,0.107,1.859,0.934,0.014,3.687,1.101,0.056,0.079
"Pork, fresh, spareribs, separable lean and fat, cooked, roasted",1000,10940,6.103,0.808,0.59,,0.45,71,,,,,,,3.4,0.22,0.938,1.028,1.78,1.937,0.575,0.241,0.878,0.795,1.092,1.39,0.902,1.226,2.043,3.335,0.941,0.845,0.903,0.054,,,105,0.236,9.242,,,,0.023,0.021,0.341,5.605,3.11,0.04,9.986,2.652,0.13,0.101
"Pork, fresh, enhanced, composite of separable fat, raw",1000,10942,3.23,0.611,0.275,,1.47,34.3,,,,,,,1.7,0.098,0.416,0.456,0.789,0.859,0.255,0.107,0.389,0.353,0.484,0.617,0.4,0.544,0.906,1.479,0.417,0.375,0.401,0.024,,,83,0.579,18.488,,,,0.039,0.038,0.646,11.205,6.252,,20.184,6.785,0.328,0.118
"Pork, fresh, enhanced, loin, tenderloin, separable lean only, cooked, roasted",1000,10943,7.392,0.836,0.61,,0.47,73.5,,,,,,,3.6,0.227,0.97,1.063,1.841,2.004,0.595,0.249,0.908,0.822,1.129,1.438,0.933,1.268,2.114,3.45,0.974,0.874,0.934,0.055,,,57,0.03,1.077,,,,,,0.035,0.661,0.369,,1.109,0.381,0.012,0.051
"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",1000,10944,6.45,0.824,0.756,,0.5,78.7,,,,,,,2.9,0.215,0.915,1.003,1.737,1.891,0.562,0.235,0.857,0.776,1.065,1.357,0.881,1.197,1.995,3.255,0.919,0.824,0.882,0.052,,,48,0.02,0.671,,,,,,0.021,0.415,0.231,,0.703,0.288,0.007,0.05
"Pork, fresh, enhanced, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",1000,10945,3.575,1.419,0.488,,0.94,112.8,,,,,,,3.7,0.29,1.238,1.357,2.35,2.558,0.76,0.318,1.159,1.05,1.441,1.835,1.191,1.619,2.698,4.403,1.243,1.115,1.193,0.071,,,98,0.094,4.62,,,,0.013,0.01,0.155,2.807,1.578,,5.307,1.108,0.044,0.087
"Pork, fresh, enhanced, shoulder, (Boston butt), blade (steaks), separable lean only, raw",1000,10946,3.837,1.531,0.509,,0.89,76.9,,,,,,,4,0.193,0.821,0.9,1.558,1.697,0.504,0.211,0.769,0.696,0.956,1.217,0.79,1.074,1.79,2.921,0.824,0.74,0.791,0.047,,,59,0.036,1.873,,,,0.002,,0.063,1.148,0.637,,2.164,0.485,0.018,0.061
"Pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean only, cooked, broiled",1000,10947,9.035,0.623,0.65,,0.5,70.5,,,,,,,2.6,0.261,1.114,1.221,2.114,2.301,0.683,0.286,1.043,0.944,1.296,1.651,1.072,1.456,2.427,3.961,1.118,1.003,1.073,0.064,,,52,0.03,1.206,,,,0.002,,0.045,0.765,0.382,,1.415,0.295,0.012,0.034
"Pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean only, raw",1000,10948,8.795,0.725,0.735,,0.5,57.9,,,,,,,3,0.229,0.978,1.072,1.856,2.02,0.6,0.251,0.916,0.829,1.138,1.449,0.941,1.279,2.131,3.477,0.981,0.881,0.942,0.056,,,47,0.018,0.886,,,,,,0.033,0.566,0.282,,1.042,0.22,0.008,0.033
"Pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean and fat, raw",1000,10949,8.605,0.721,0.719,,0.53,57.1,,,,,,,3,0.225,0.959,1.051,1.819,1.981,0.588,0.246,0.898,0.813,1.116,1.421,0.922,1.253,2.089,3.409,0.962,0.863,0.923,0.055,,,48,0.037,1.486,,,,0.002,0.002,0.053,0.929,0.485,,1.695,0.444,0.019,0.036
"Pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",1000,10950,8.916,0.62,0.64,,0.52,69.9,,,,,,,2.5,0.258,1.098,1.204,2.084,2.269,0.674,0.282,1.028,0.931,1.278,1.628,1.057,1.436,2.393,3.906,1.102,0.989,1.058,0.063,,,53,0.045,1.678,,,,0.003,0.002,0.061,1.049,0.543,,1.926,0.466,0.02,0.037
"Pork, fresh, enhanced, loin, tenderloin, separable lean and fat, raw",1000,10951,6.382,0.819,0.746,,0.52,77.7,,,,,,,2.9,0.212,0.905,0.992,1.717,1.869,0.555,0.233,0.847,0.767,1.053,1.341,0.871,1.183,1.972,3.218,0.908,0.815,0.871,0.052,,,49,0.032,1.045,,,,,,0.034,0.642,0.358,,1.112,0.424,0.014,0.052
"Pork, fresh, enhanced, loin, tenderloin, separable lean and fat, cooked, roasted",1000,10952,7.36,0.833,0.607,,0.48,73.2,,,,,,,3.6,0.226,0.965,1.058,1.831,1.994,0.592,0.248,0.904,0.818,1.123,1.431,0.929,1.262,2.103,3.432,0.969,0.869,0.93,0.055,,,57,0.036,1.27,,,,,,0.042,0.777,0.435,,1.32,0.449,0.015,0.052
"Pork, fresh, enhanced, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",1000,10953,3.763,1.418,0.48,,0.96,71.7,,,,,,,3.7,0.181,0.772,0.846,1.464,1.594,0.473,0.198,0.722,0.654,0.898,1.144,0.742,1.009,1.681,2.744,0.774,0.695,0.743,0.044,,,62,0.103,3.912,,,,0.006,0.005,0.134,2.382,1.326,,4.375,1.258,0.056,0.068
"Pork, fresh, enhanced, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",1000,10954,3.61,1.329,0.463,,0.98,106.2,,,,,,,3.5,0.272,1.16,1.271,2.201,2.396,0.712,0.298,1.086,0.983,1.35,1.719,1.116,1.517,2.528,4.125,1.164,1.045,1.117,0.066,,,97,0.15,6.288,,,,0.016,0.013,0.214,3.81,2.146,,7.095,1.756,0.077,0.092
"Pork, cured, ham, rump, bone-in, separable lean and fat, unheated",1000,10955,6.417,0.595,0.472,1,0.53,84,1.2,,,,1,1,5.7,0.207,0.991,1.001,1.776,1.869,0.529,0.25,0.888,0.717,1.124,1.422,0.97,1.315,1.941,3.177,1.187,0.962,0.87,0.158,,,62,0.07,3.008,,,,,,0.107,1.893,0.959,0.014,3.701,1.169,0.059,0.08
"Pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled",1000,10956,8.205,0.772,0.43,1,0.69,88.4,,,,,1,1,7.1,0.328,1.212,1.306,2.269,2.452,0.756,0.311,1.146,1.092,1.395,1.777,1.121,1.579,2.579,4.212,1.246,1.115,1.151,0.096,,,81,0.022,1.358,,,,,,0.045,0.875,0.425,0.002,1.776,0.486,0.015,0.061
"Pork, Leg Cap Steak, boneless, separable lean and fat, raw",1000,10957,7.092,0.802,0.553,1,0.64,71.9,,,,,1,1,6.3,0.258,0.952,1.025,1.781,1.924,0.593,0.244,0.899,0.857,1.094,1.394,0.88,1.239,2.024,3.306,0.978,0.875,0.904,0.075,,,63,0.016,1.187,,,,,,0.041,0.768,0.369,,1.556,0.422,0.013,0.059
"Pork, Shoulder breast, boneless, separable lean and fat, raw",1000,10958,9.602,0.982,0.722,,0.87,88.9,,,,,,,4.8,0.268,0.991,1.068,1.856,2.005,0.618,0.254,0.937,0.893,1.14,1.453,0.917,1.291,2.109,3.444,1.019,0.912,0.942,0.079,,,60,0.015,1.074,,,,,,0.037,0.68,0.348,,1.359,0.406,0.012,0.057
"Pork, Shoulder breast, boneless, separable lean and fat, cooked, broiled",1000,10959,10.412,0.72,0.541,2,0.61,99,,,,,2,2,4,0.339,1.252,1.348,2.343,2.532,0.78,0.321,1.183,1.128,1.44,1.834,1.158,1.631,2.663,4.349,1.287,1.151,1.189,0.099,,,78,0.02,1.325,,,,0.002,,0.044,0.836,0.429,0.002,1.66,0.486,0.014,0.063
"Pork, shoulder, petite tender, boneless, separable lean and fat, cooked, broiled",1000,10960,6.345,0.977,0.594,1,0.76,111.9,,,,,1,1,5.1,0.327,1.208,1.301,2.261,2.443,0.753,0.31,1.141,1.088,1.39,1.77,1.117,1.574,2.57,4.197,1.242,1.111,1.147,0.096,,,82,0.022,1.322,,,,,,0.043,0.832,0.435,,1.588,0.516,0.014,0.069
"Pork, Shoulder petite tender, boneless, separable lean and fat, raw",1000,10961,5.312,0.982,0.65,2,0.59,84.6,,,,,2,2,5.1,0.258,0.952,1.025,1.782,1.926,0.594,0.244,0.9,0.858,1.095,1.395,0.881,1.24,2.025,3.308,0.979,0.876,0.904,0.076,,,66,0.014,1.012,,,,,,0.033,0.637,0.332,,1.222,0.393,0.011,0.053
"Pork, Leg sirloin tip roast, boneless, separable lean and fat, cooked, braised",1000,10962,7.685,0.802,0.491,1,0.58,106.6,,,,,1,1,6.3,0.37,1.368,1.473,2.56,2.767,0.853,0.351,1.292,1.232,1.573,2.004,1.265,1.782,2.91,4.752,1.406,1.258,1.299,0.109,,,84,0.012,0.791,,,,,,0.023,0.501,0.259,,0.939,0.384,0.009,0.068
"Pork, Leg sirloin tip roast, boneless, separable lean and fat, raw",1000,10963,7.183,0.9,0.689,,0.53,79.9,,,,,,,6.7,0.272,1.006,1.084,1.883,2.035,0.627,0.258,0.951,0.907,1.157,1.475,0.931,1.311,2.141,3.496,1.034,0.925,0.956,0.08,,,62,0.009,0.524,,,,,,0.016,0.332,0.171,,0.632,0.257,0.006,0.052
"Pork, ground, 72% lean / 28% fat, raw",1000,10971,4.919,0.631,0.435,2,0.82,51.3,,,,,2,2,4.5,0.192,0.631,0.68,1.187,1.28,0.397,0.172,0.633,0.63,0.748,0.97,0.588,0.877,1.34,2.198,0.831,0.73,0.597,0.139,,,76,0.24,9.422,,,,0.021,0.021,0.356,5.895,2.967,0.057,12.079,3.385,0.163,0.102
"Pork, ground, 84% lean / 16% fat, raw",1000,10972,6.416,0.639,0.551,2,0.73,61.5,,,,,2,2,5.5,0.232,0.763,0.822,1.435,1.547,0.48,0.208,0.766,0.762,0.905,1.173,0.711,1.06,1.62,2.658,1.005,0.883,0.722,0.168,,,68,0.111,5.362,,,,0.013,0.012,0.202,3.358,1.695,0.03,6.855,1.948,0.094,0.083
"Pork, ground, 96% lean / 4% fat, raw",1000,10973,7.914,0.646,0.668,2,0.64,71.7,,,,,2,2,6.4,0.272,0.895,0.964,1.683,1.815,0.564,0.244,0.898,0.893,1.061,1.376,0.834,1.243,1.9,3.118,1.179,1.035,0.846,0.197,,,59,0.02,1.314,,,,0.006,0.003,0.049,0.821,0.423,0.004,1.63,0.511,0.025,0.063
"Pork, ground, 72% lean / 28% fat, cooked, crumbles",1000,10974,7.522,0.984,0.508,2,1.17,79.9,,,,,2,2,7.3,0.295,0.968,1.043,1.821,1.964,0.61,0.264,0.972,0.967,1.149,1.489,0.902,1.346,2.056,3.374,1.276,1.12,0.916,0.214,,,100,0.256,11.311,,,,0.025,0.024,0.423,7.138,3.544,0.067,14.256,3.769,0.21,0.117
"Pork, ground, 84% lean / 16% fat, cooked, crumbles",1000,10975,9.286,0.915,0.613,1,1.02,89.7,,,,,1,1,8.5,0.344,1.132,1.22,2.129,2.296,0.713,0.308,1.136,1.13,1.343,1.741,1.055,1.573,2.404,3.944,1.492,1.31,1.071,0.25,,,89,0.143,6.631,,,,0.017,0.016,0.243,4.15,2.072,0.04,8.292,2.214,0.118,0.093
"Pork, ground, 96% lean / 4% fat, cooked, crumbles",1000,10976,11.05,0.846,0.717,,0.86,99.4,,,,,,,9.8,0.394,1.296,1.396,2.437,2.628,0.816,0.353,1.3,1.293,1.537,1.992,1.207,1.8,2.751,4.514,1.707,1.499,1.226,0.286,,,78,0.03,1.951,,,,0.009,0.008,0.063,1.162,0.601,0.013,2.327,0.659,0.026,0.07
"Pork, ground, 72% lean / 28% fat, cooked, pan-broiled",1000,10977,6.852,0.815,0.443,4,1.11,76.1,,,,,4,4,5.4,0.292,0.958,1.033,1.802,1.943,0.603,0.261,0.962,0.957,1.137,1.473,0.893,1.332,2.035,3.339,1.263,1.109,0.906,0.211,,,99,0.229,10.804,,,,0.024,0.023,0.401,6.749,3.397,0.061,13.51,3.75,0.202,0.122
"Pork, ground, 84% lean / 16% fat, cooked, pan-broiled",1000,10978,8.573,0.83,0.535,4,0.97,85.6,,,,,4,4,7.4,0.35,1.151,1.241,2.165,2.335,0.725,0.313,1.155,1.149,1.366,1.77,1.072,1.6,2.444,4.011,1.517,1.332,1.089,0.254,,,97,0.192,7.453,,,,0.016,0.015,0.272,4.646,2.337,0.036,9.428,2.606,0.144,0.111
"Pork, ground, 96% lean / 4% fat, cooked, pan-broiled",1000,10979,10.293,0.846,0.627,3,0.83,95.2,,,,,3,3,9.5,0.409,1.344,1.448,2.528,2.726,0.846,0.366,1.349,1.342,1.594,2.067,1.252,1.868,2.854,4.683,1.771,1.555,1.271,0.297,,,85,0.03,2.076,,,,0.015,0.011,0.073,1.296,0.657,0.044,2.498,0.759,0.027,0.091
"Alfalfa seeds, sprouted, raw",1100,11001,0.481,0.563,0.034,36,,14.4,,,30.5,,36,36,0.4,,0.134,0.143,0.267,0.214,,,,,0.145,,,,,,,,,,,,,,0.069,,,,,,0.002,0.059,0.008,,0.056,0.234,0.175,
